PFAM	GCount	GProp	Icount	Iprop	Enrichment
Fe_hyd_SSU	86	6.77E-06	0	0	0.462558037
Fer4_2	305	2.40E-05	0	0	0.064937843
Fer4_3	97	7.64E-06	0	0	0.419120102
FhuF_C	364	2.87E-05	0	0	0.038263176
Fibrinogen_BP	27	2.13E-06	0	0	0.785015109
Fibrinogen_C	11	8.66E-07	0	0	0.906092534
Filamin	1	7.88E-08	0	0	0.991075174
FimH_man-bind	7	5.51E-07	0	0	0.939174244
FlaA	43	3.39E-06	0	0	0.680116639
FlaC_arch	11	8.66E-07	0	0	0.906092534
FlaE	16	1.26E-06	0	0	0.866374214
Flagellin_D3	4	3.15E-07	0	0	0.964775768
Flavi_DEAD	1	7.88E-08	0	0	0.991075174
Flavokinase	56	4.41E-06	0	0	0.605297621
Flexi_CP	2	1.58E-07	0	0	0.982229999
FliD_N	7	5.51E-07	0	0	0.939174244
FliX	223	1.76E-05	0	0	0.135445177
FmdE	546	4.30E-05	0	0	0.007484387
Fmp27_WPPW	10	7.88E-07	0	0	0.914252082
Fn_bind	23	1.81E-06	0	0	0.813676282
Fork_head	2	1.58E-07	0	0	0.982229999
Form-deh_trans	2	1.58E-07	0	0	0.982229999
FpoO	7	5.51E-07	0	0	0.939174244
Frag1	8	6.30E-07	0	0	0.930792272
FrhB_FdhB_N	2	1.58E-07	0	0	0.982229999
Frizzled	2	1.58E-07	0	0	0.982229999
FrpC	29	2.28E-06	0	0	0.77106536
Fructosamin_kin	88	6.93E-06	0	0	0.454338324
FtsH_ext	11	8.66E-07	0	0	0.906092534
FtsK_SpoIIIE_N	10	7.88E-07	0	0	0.914252082
Fuc4NAc_transf	658	5.18E-05	0	0	0.002742044
Fucokinase	53	4.17E-06	0	0	0.621797864
Fucose_iso_N1	6	4.73E-07	0	0	0.947631696
Fumarate_red_C	755	5.95E-05	0	0	0.001149194
Fumarate_red_D	749	5.90E-05	0	0	0.001212704
Fumble	35	2.76E-06	0	0	0.730685885
Fungal_lectin	5	3.94E-07	0	0	0.956165309
Fusion_gly	3	2.36E-07	0	0	0.973463765
Fz	1	7.88E-08	0	0	0.991075174
G-alpha	1	7.88E-08	0	0	0.991075174
G-patch	3	2.36E-07	0	0	0.973463765
G-patch_2	48	3.78E-06	0	0	0.650303837
G6PD_N	39	3.07E-06	0	0	0.704947965
G6PD_bact	82	6.46E-06	0	0	0.479446271
G8	66	5.20E-06	0	0	0.55339439
GA	19	1.50E-06	0	0	0.843383876
GAD-like	25	1.97E-06	0	0	0.799217228
GAGA	1	7.88E-08	0	0	0.991075174
GAGA_bind	1	7.88E-08	0	0	0.991075174
GAGE	7	5.51E-07	0	0	0.939174244
GARS_C	8	6.30E-07	0	0	0.930792272
GARS_N	9	7.09E-07	0	0	0.922485107
GASA	3	2.36E-07	0	0	0.973463765
GAT	3	2.36E-07	0	0	0.973463765
GATA	25	1.97E-06	0	0	0.799217228
GATA-N	2	1.58E-07	0	0	0.982229999
GBV-C_env	4	3.15E-07	0	0	0.964775768
GCN5L1	3	2.36E-07	0	0	0.973463765
GCV_T_C	18	1.42E-06	0	0	0.850978724
GDA1_CD39	95	7.48E-06	0	0	0.426702666
GDE_N	3	2.36E-07	0	0	0.973463765
GDI	13	1.02E-06	0	0	0.889991255
GHBP	6	4.73E-07	0	0	0.947631696
GLTT	312	2.46E-05	0	0	0.060987857
GMP_synt_C	123	9.69E-06	0	0	0.331977875
GN3L_Grn1	2	1.58E-07	0	0	0.982229999
GNAT_acetyltran	82	6.46E-06	0	0	0.479446271
GON	10	7.88E-07	0	0	0.914252082
GP38	17	1.34E-06	0	0	0.858641965
GPP34	94	7.40E-06	0	0	0.430545236
GPS	4	3.15E-07	0	0	0.964775768
GRAM	23	1.81E-06	0	0	0.813676282
GRAS	15	1.18E-06	0	0	0.874176093
GRASP55_65	1	7.88E-08	0	0	0.991075174
GRDA	80	6.30E-06	0	0	0.488120222
GSH-S_N	1	7.88E-08	0	0	0.991075174
GT36_AF	15	1.18E-06	0	0	0.874176093
GTP1_OBG	32	2.52E-06	0	0	0.750604142
GTP_EFTU_D2	133	1.05E-05	0	0	0.303511199
GTP_EFTU_D3	60	4.73E-06	0	0	0.583976385
GTPase_Cys_C	24	1.89E-06	0	0	0.80641435
GUCT	2	1.58E-07	0	0	0.982229999
GUN4	219	1.72E-05	0	0	0.140390405
Gag_p17	1	7.88E-08	0	0	0.991075174
Gag_spuma	2	1.58E-07	0	0	0.982229999
Gal4_dimer	6	4.73E-07	0	0	0.947631696
GalP_UDP_tr_C	34	2.68E-06	0	0	0.737265872
Gal_Lectin	6	4.73E-07	0	0	0.947631696
Galactosyl_T_2	302	2.38E-05	0	0	0.066708065
Gallidermin	30	2.36E-06	0	0	0.76418372
Gamma-thionin	28	2.21E-06	0	0	0.77800897
Gar1	58	4.57E-06	0	0	0.594541435
Gas_vesicle_C	4	3.15E-07	0	0	0.964775768
Gb3_synth	14	1.10E-06	0	0	0.882048229
Gemini_coat	2	1.58E-07	0	0	0.982229999
Gin	101	7.96E-06	0	0	0.404356807
Git3_C	2	1.58E-07	0	0	0.982229999
GldM_C	120	9.45E-06	0	0	0.341027547
GldM_N	4	3.15E-07	0	0	0.964775768
GlgS	507	3.99E-05	0	0	0.010617084
Gln-synt_N	4	3.15E-07	0	0	0.964775768
GlnE	25	1.97E-06	0	0	0.799217228
GlpM	687	5.41E-05	0	0	0.002114266
Glu_cyclase_2	463	3.65E-05	0	0	0.015751486
Glu_syn_central	26	2.05E-06	0	0	0.792084339
Glucoamylase	45	3.54E-06	0	0	0.668030925
Glutaredoxin2_C	693	5.46E-05	0	0	0.00200354
GlyL_C	4	3.15E-07	0	0	0.964775768
Gly_reductase	93	7.33E-06	0	0	0.434422409
Glyco_hydro_100	42	3.31E-06	0	0	0.686241244
Glyco_hydro_101	145	1.14E-05	0	0	0.272554511
Glyco_hydro_11	219	1.72E-05	0	0	0.140390405
Glyco_hydro_14	148	1.17E-05	0	0	0.265321858
Glyco_hydro_17	44	3.47E-06	0	0	0.674046696
Glyco_hydro_20b	28	2.21E-06	0	0	0.77800897
Glyco_hydro_26	819	6.45E-05	0	0	0.000647441
Glyco_hydro_2_C	307	2.42E-05	0	0	0.063783869
Glyco_hydro_35	666	5.25E-05	0	0	0.002552263
Glyco_hydro_38C	46	3.62E-06	0	0	0.662068844
Glyco_hydro_39	349	2.75E-05	0	0	0.043770722
Glyco_hydro_42C	3	2.36E-07	0	0	0.973463765
Glyco_hydro_42M	71	5.59E-06	0	0	0.529136394
Glyco_hydro_45	1	7.88E-08	0	0	0.991075174
Glyco_hydro_46	168	1.32E-05	0	0	0.221770616
Glyco_hydro_47	26	2.05E-06	0	0	0.792084339
Glyco_hydro_48	17	1.34E-06	0	0	0.858641965
Glyco_hydro_49	7	5.51E-07	0	0	0.939174244
Glyco_hydro_4C	115	9.06E-06	0	0	0.356661848
Glyco_hydro_52	21	1.65E-06	0	0	0.828396921
Glyco_hydro_59	112	8.82E-06	0	0	0.366384395
Glyco_hydro_68	144	1.13E-05	0	0	0.275008946
Glyco_hydro_70	2	1.58E-07	0	0	0.982229999
Glyco_hydro_71	38	2.99E-06	0	0	0.711296179
Glyco_hydro_72	6	4.73E-07	0	0	0.947631696
Glyco_hydro_79n	28	2.21E-06	0	0	0.77800897
Glyco_hydro_85	25	1.97E-06	0	0	0.799217228
Glyco_hydro_9	64	5.04E-06	0	0	0.563406169
Glyco_hydro_98C	5	3.94E-07	0	0	0.956165309
Glyco_hydro_98M	4	3.15E-07	0	0	0.964775768
Glyco_hydro_cc	220	1.73E-05	0	0	0.139137423
Glyco_transf_17	56	4.41E-06	0	0	0.605297621
Glyco_transf_22	133	1.05E-05	0	0	0.303511199
Glyco_transf_29	124	9.77E-06	0	0	0.329015001
Glyco_transf_34	40	3.15E-06	0	0	0.698656408
Glyco_transf_36	59	4.65E-06	0	0	0.589235231
Glyco_transf_52	192	1.51E-05	0	0	0.178838496
Glyco_transf_6	13	1.02E-06	0	0	0.889991255
Glycoprotein_G	6	4.73E-07	0	0	0.947631696
GlycosTransf	20	1.58E-06	0	0	0.83585681
Glyoxal_oxid_N	3	2.36E-07	0	0	0.973463765
Gmad2	28	2.21E-06	0	0	0.77800897
Gmx_para_CXXCG	60	4.73E-06	0	0	0.583976385
Gp_dh_N	77	6.07E-06	0	0	0.501426267
GpcrRhopsn4	1	7.88E-08	0	0	0.991075174
Granulin	1	7.88E-08	0	0	0.991075174
GreA_GreB_N	27	2.13E-06	0	0	0.785015109
Gryzun-like	3	2.36E-07	0	0	0.973463765
GshA	434	3.42E-05	0	0	0.020428394
GspL_C	75	5.91E-06	0	0	0.510497868
GspM_II	433	3.41E-05	0	0	0.020612362
Gtr1_RagA	7	5.51E-07	0	0	0.939174244
GvpG	191	1.50E-05	0	0	0.180448996
GvpH	72	5.67E-06	0	0	0.524413917
GvpO	227	1.79E-05	0	0	0.130674142
H2TH	165	1.30E-05	0	0	0.227816075
HA2	67	5.28E-06	0	0	0.548455416
HALZ	17	1.34E-06	0	0	0.858641965
HAS-barrel	34	2.68E-06	0	0	0.737265872
HC2	296	2.33E-05	0	0	0.070394595
HCV_NS1	18	1.42E-06	0	0	0.850978724
HCV_NS5a_1a	1	7.88E-08	0	0	0.991075174
HCV_core	2	1.58E-07	0	0	0.982229999
HCV_env	1	7.88E-08	0	0	0.991075174
HCaRG	2	1.58E-07	0	0	0.982229999
HDA2-3	42	3.31E-06	0	0	0.686241244
HDC	34	2.68E-06	0	0	0.737265872
HD_1	256	2.02E-05	0	0	0.100757834
HEPPP_synt_1	86	6.77E-06	0	0	0.462558037
HGWP	5	3.94E-07	0	0	0.956165309
HIG_1_N	440	3.47E-05	0	0	0.019358558
HIM	184	1.45E-05	0	0	0.192135977
HIM1	7	5.51E-07	0	0	0.939174244
HIRA_B	6	4.73E-07	0	0	0.947631696
HJURP_C	2	1.58E-07	0	0	0.982229999
HMG14_17	1	7.88E-08	0	0	0.991075174
HMG_CoA_synt_C	123	9.69E-06	0	0	0.331977875
HP_OMP_2	54	4.25E-06	0	0	0.616248402
HRM	38	2.99E-06	0	0	0.711296179
HR_lesion	2	1.58E-07	0	0	0.982229999
HSP90	16	1.26E-06	0	0	0.866374214
HTH_CodY	8	6.30E-07	0	0	0.930792272
HTH_Tnp_Tc3_1	18	1.42E-06	0	0	0.850978724
HXXSHH	369	2.91E-05	0	0	0.036585875
HYR	106	8.35E-06	0	0	0.386631813
H_kinase_N	1	7.88E-08	0	0	0.991075174
H_lectin	86	6.77E-06	0	0	0.462558037
Hairpins	48	3.78E-06	0	0	0.650303837
Halo_GVPC	7	5.51E-07	0	0	0.939174244
Halogen_Hydrol	284	2.24E-05	0	0	0.0783901
HapK	22	1.73E-06	0	0	0.82100361
He_PIG_assoc	21	1.65E-06	0	0	0.828396921
Helicase_Sgs1	2	1.58E-07	0	0	0.982229999
HemS	49	3.86E-06	0	0	0.644499967
Hemagglutinin	3	2.36E-07	0	0	0.973463765
HemeBinding_Shp	19	1.50E-06	0	0	0.843383876
Hemolysin_N	6	4.73E-07	0	0	0.947631696
Hen1_L	216	1.70E-05	0	0	0.144217458
Hepatitis_core	6	4.73E-07	0	0	0.947631696
Herpes_UL52	5	3.94E-07	0	0	0.956165309
Herpes_UL6	6	4.73E-07	0	0	0.947631696
Herpes_alk_exo	7	5.51E-07	0	0	0.939174244
Herpes_capsid	5	3.94E-07	0	0	0.956165309
Herpes_gE	10	7.88E-07	0	0	0.914252082
Herpes_gp2	5	3.94E-07	0	0	0.956165309
Hexokinase_1	70	5.51E-06	0	0	0.533901398
Hexose_dehydrat	188	1.48E-05	0	0	0.185368038
HisK_N	3	2.36E-07	0	0	0.973463765
His_leader	84	6.62E-06	0	0	0.470926455
Histone	14	1.10E-06	0	0	0.882048229
HlyU	183	1.44E-05	0	0	0.193866224
HobA	61	4.80E-06	0	0	0.578764472
Hom_end	12	9.45E-07	0	0	0.898005808
Homez	4	3.15E-07	0	0	0.964775768
Hormone_1	2	1.58E-07	0	0	0.982229999
Hormone_4	7	5.51E-07	0	0	0.939174244
Hormone_6	1	7.88E-08	0	0	0.991075174
Hormone_recep	9	7.09E-07	0	0	0.922485107
HoxA13_N	1	7.88E-08	0	0	0.991075174
HpaB_N	35	2.76E-06	0	0	0.730685885
HpaP	55	4.33E-06	0	0	0.610748469
Hpr_kinase_N	2	1.58E-07	0	0	0.982229999
Hpre_diP_synt_I	295	2.32E-05	0	0	0.071028527
HrpA_pilin	17	1.34E-06	0	0	0.858641965
HrpB1_HrpK	98	7.72E-06	0	0	0.415379499
HrpB2	70	5.51E-06	0	0	0.533901398
HrpB4	75	5.91E-06	0	0	0.510497868
HrpB7	74	5.83E-06	0	0	0.515095029
HrpB_C	64	5.04E-06	0	0	0.563406169
HrpE	111	8.74E-06	0	0	0.369683788
HrpF	54	4.25E-06	0	0	0.616248402
HsbA	2	1.58E-07	0	0	0.982229999
HtrL_YibB	174	1.37E-05	0	0	0.210156715
Hum_adeno_E3A	2	1.58E-07	0	0	0.982229999
HutP	140	1.10E-05	0	0	0.285049712
HycA_repressor	502	3.95E-05	0	0	0.011103836
Hyd_WA	6	4.73E-07	0	0	0.947631696
Hydant_A_N	53	4.17E-06	0	0	0.621797864
Hydrolase_4	4	3.15E-07	0	0	0.964775768
Hydrolase_5	72	5.67E-06	0	0	0.524413917
IATP	1	7.88E-08	0	0	0.991075174
ICEA	9	7.09E-07	0	0	0.922485107
IDO	34	2.68E-06	0	0	0.737265872
IF2_assoc	13	1.02E-06	0	0	0.889991255
IF_tail	100	7.88E-06	0	0	0.407998149
IGF2_C	10	7.88E-07	0	0	0.914252082
IGFBP	4	3.15E-07	0	0	0.964775768
IIGP	3	2.36E-07	0	0	0.973463765
IKI3	5	3.94E-07	0	0	0.956165309
IL1	4	3.15E-07	0	0	0.964775768
IL4	7	5.51E-07	0	0	0.939174244
IMS_HHH	1	7.88E-08	0	0	0.991075174
IPK	6	4.73E-07	0	0	0.947631696
IPT	28	2.21E-06	0	0	0.77800897
IQ	3	2.36E-07	0	0	0.973463765
IRK	23	1.81E-06	0	0	0.813676282
ISG65-75	4	3.15E-07	0	0	0.964775768
IceA2	1	7.88E-08	0	0	0.991075174
Ice_nucleation	26	2.05E-06	0	0	0.792084339
IcmF-related	100	7.88E-06	0	0	0.407998149
IgG_binding_B	1	7.88E-08	0	0	0.991075174
IglC	5	3.94E-07	0	0	0.956165309
IlvB_leader	529	4.17E-05	0	0	0.008716595
IlvGEDA_leader	616	4.85E-05	0	0	0.003995816
IlvN	70	5.51E-06	0	0	0.533901398
IncFII_repA	2	1.58E-07	0	0	0.982229999
Inhibitor_I10	74	5.83E-06	0	0	0.515095029
Inhibitor_I36	117	9.22E-06	0	0	0.350323909
Ins145_P3_rec	2	1.58E-07	0	0	0.982229999
Ins_beta	1	7.88E-08	0	0	0.991075174
Internalin_N	82	6.46E-06	0	0	0.479446271
Intimin_C	8	6.30E-07	0	0	0.930792272
InvH	221	1.74E-05	0	0	0.137895625
Invas_SpaK	165	1.30E-05	0	0	0.227816075
Invertase_neut	69	5.43E-06	0	0	0.538709311
Involucrin2	3	2.36E-07	0	0	0.973463765
Ion_trans_N	6	4.73E-07	0	0	0.947631696
IpaC_SipC	123	9.69E-06	0	0	0.331977875
IpaD	183	1.44E-05	0	0	0.193866224
IucA_IucC	25	1.97E-06	0	0	0.799217228
Jacalin	52	4.10E-06	0	0	0.627397299
KGK	43	3.39E-06	0	0	0.680116639
KIF1B	3	2.36E-07	0	0	0.973463765
KNTase_C	18	1.42E-06	0	0	0.850978724
KR	23	1.81E-06	0	0	0.813676282
KRTAP	123	9.69E-06	0	0	0.331977875
KaiA	40	3.15E-06	0	0	0.698656408
KapB	46	3.62E-06	0	0	0.662068844
Kazal_1	68	5.36E-06	0	0	0.543560521
Kelch_2	3	2.36E-07	0	0	0.973463765
Keratin_B2	9	7.09E-07	0	0	0.922485107
Ketoacyl-synt_C	50	3.94E-06	0	0	0.638747894
Kinesin	1	7.88E-08	0	0	0.991075174
Kinetochor_Ybp2	2	1.58E-07	0	0	0.982229999
Kua-UEV1_localn	25	1.97E-06	0	0	0.799217228
L27	7	5.51E-07	0	0	0.939174244
L27_2	2	1.58E-07	0	0	0.982229999
LAGLIDADG_2	25	1.97E-06	0	0	0.799217228
LCCL	28	2.21E-06	0	0	0.77800897
LEA_3	8	6.30E-07	0	0	0.930792272
LEA_4	37	2.91E-06	0	0	0.71770156
LEA_5	92	7.25E-06	0	0	0.438334496
LETM1	72	5.67E-06	0	0	0.524413917
LHC	963	7.59E-05	0	0	0.000178037
LIM	34	2.68E-06	0	0	0.737265872
LIP	379	2.99E-05	0	0	0.033448624
LMBR1	2	1.58E-07	0	0	0.982229999
LPP20	10	7.88E-07	0	0	0.914252082
LRRCT	12	9.45E-07	0	0	0.898005808
LRRNT	11	8.66E-07	0	0	0.906092534
LRRNT_2	8	6.30E-07	0	0	0.930792272
LRR_2	3	2.36E-07	0	0	0.973463765
LRR_3	2	1.58E-07	0	0	0.982229999
LRR_adjacent	15	1.18E-06	0	0	0.874176093
L_biotic_typeA	24	1.89E-06	0	0	0.80641435
L_lac_phage_MSP	26	2.05E-06	0	0	0.792084339
L_lactis_RepB_C	1	7.88E-08	0	0	0.991075174
Lactococcin	25	1.97E-06	0	0	0.799217228
Laminin_B	12	9.45E-07	0	0	0.898005808
Laminin_EGF	6	4.73E-07	0	0	0.947631696
Laminin_G_1	56	4.41E-06	0	0	0.605297621
Laminin_I	1	7.88E-08	0	0	0.991075174
Laminin_II	7	5.51E-07	0	0	0.939174244
Lant_dehyd_N	9	7.09E-07	0	0	0.922485107
LcrG	28	2.21E-06	0	0	0.77800897
LcrV	32	2.52E-06	0	0	0.750604142
Ldh_1_N	38	2.99E-06	0	0	0.711296179
Ldl_recept_a	2	1.58E-07	0	0	0.982229999
Ldl_recept_b	7	5.51E-07	0	0	0.939174244
Leader_Erm	8	6.30E-07	0	0	0.930792272
Leader_Thr	342	2.69E-05	0	0	0.046605618
Leader_Trp	376	2.96E-05	0	0	0.034360448
Lectin_N	3	2.36E-07	0	0	0.973463765
Lectin_leg-like	7	5.51E-07	0	0	0.939174244
LepA_C	4	3.15E-07	0	0	0.964775768
LeuA_dimer	44	3.47E-06	0	0	0.674046696
Leu_leader	570	4.49E-05	0	0	0.006035461
Leuk-A4-hydro_C	235	1.85E-05	0	0	0.121630324
Leukocidin	60	4.73E-06	0	0	0.583976385
LigA	472	3.72E-05	0	0	0.014530469
Lig_chan	69	5.43E-06	0	0	0.538709311
Lig_chan-Glu_bd	7	5.51E-07	0	0	0.939174244
Ligase_CoA	17	1.34E-06	0	0	0.858641965
Limkain-b1	6	4.73E-07	0	0	0.947631696
Linker_histone	4	3.15E-07	0	0	0.964775768
Lipase3_N	2	1.58E-07	0	0	0.982229999
Lipase_2	49	3.86E-06	0	0	0.644499967
Lipase_bact_N	89	7.01E-06	0	0	0.450283405
Lipid_bd	21	1.65E-06	0	0	0.828396921
Lipl32	4	3.15E-07	0	0	0.964775768
Lipocalin_3	42	3.31E-06	0	0	0.686241244
Lipoprot_C	31	2.44E-06	0	0	0.757363496
Lipoprotein_10	5	3.94E-07	0	0	0.956165309
Lipoprotein_17	1	7.88E-08	0	0	0.991075174
Lipoprotein_8	1008	7.94E-05	0	0	0.000118931
Lipoprotein_X	5	3.94E-07	0	0	0.956165309
Lipoxygenase	66	5.20E-06	0	0	0.55339439
LisH	14	1.10E-06	0	0	0.882048229
Lpp-LpqN	348	2.74E-05	0	0	0.044164896
LppC	1404	0.000110589	0	0	3.41475E-06
LpxD	1	7.88E-08	0	0	0.991075174
LuxE	349	2.75E-05	0	0	0.043770722
LuxQ-periplasm	1	7.88E-08	0	0	0.991075174
Lyase_8	332	2.62E-05	0	0	0.05097689
Lys-AminoMut_A	121	9.53E-06	0	0	0.337983906
Lysyl_oxidase	80	6.30E-06	0	0	0.488120222
MA3	2	1.58E-07	0	0	0.982229999
MAM	45	3.54E-06	0	0	0.668030925
MAP	21	1.65E-06	0	0	0.828396921
MAPKK1_Int	9	7.09E-07	0	0	0.922485107
MASE2	18	1.42E-06	0	0	0.850978724
MBD	5	3.94E-07	0	0	0.956165309
MBT	20	1.58E-06	0	0	0.83585681
MC1	102	8.03E-06	0	0	0.400747964
MCH	276	2.17E-05	0	0	0.084218815
MFS_1_like	53	4.17E-06	0	0	0.621797864
MFS_Mycoplasma	1	7.88E-08	0	0	0.991075174
MHYT	436	3.43E-05	0	0	0.020065369
MIB_HERC2	1	7.88E-08	0	0	0.991075174
MIF	170	1.34E-05	0	0	0.2178297
MIP-T3	4	3.15E-07	0	0	0.964775768
MIR	3	2.36E-07	0	0	0.973463765
MLTD_N	10	7.88E-07	0	0	0.914252082
MOSC_N	65	5.12E-06	0	0	0.558377841
MRP-S28	172	1.35E-05	0	0	0.213958815
MR_MLE_N	225	1.77E-05	0	0	0.133038274
MSSP	9	7.09E-07	0	0	0.922485107
MTD	30	2.36E-06	0	0	0.76418372
MTH865	100	7.88E-06	0	0	0.407998149
MTHFR_C	292	2.30E-05	0	0	0.072964781
MTS_N	3	2.36E-07	0	0	0.973463765
MVL	35	2.76E-06	0	0	0.730685885
MVP_shoulder	2	1.58E-07	0	0	0.982229999
Mac-1	40	3.15E-06	0	0	0.698656408
MacB_PCD	143	1.13E-05	0	0	0.277485483
Mad3_BUB1_II	3	2.36E-07	0	0	0.973463765
Maf_N	1	7.88E-08	0	0	0.991075174
Malate_DH	255	2.01E-05	0	0	0.101665196
Malectin	160	1.26E-05	0	0	0.23826027
Malic_M	38	2.99E-06	0	0	0.711296179
Mannitol_dh_C	99	7.80E-06	0	0	0.411672281
Mannosyl_trans	7	5.51E-07	0	0	0.939174244
Mannosyl_trans2	288	2.27E-05	0	0	0.075628808
Mannosyl_trans3	20	1.58E-06	0	0	0.83585681
MatC_N	141	1.11E-05	0	0	0.282505665
Matrilin_ccoil	5	3.94E-07	0	0	0.956165309
MazG-like	66	5.20E-06	0	0	0.55339439
MbeB_N	14	1.10E-06	0	0	0.882048229
MbeD_MobD	61	4.80E-06	0	0	0.578764472
Med12-LCEWAV	1	7.88E-08	0	0	0.991075174
Med14	1	7.88E-08	0	0	0.991075174
Med26	2	1.58E-07	0	0	0.982229999
Med9	11	8.66E-07	0	0	0.906092534
MelC1	78	6.14E-06	0	0	0.496951098
Mesd	4	3.15E-07	0	0	0.964775768
MetW	21	1.65E-06	0	0	0.828396921
Met_asp_mut_E	278	2.19E-05	0	0	0.082722215
Met_synt_B12	278	2.19E-05	0	0	0.082722215
Metallopep	23	1.81E-06	0	0	0.813676282
Methuselah_N	2	1.58E-07	0	0	0.982229999
MethyTransf_Reg	38	2.99E-06	0	0	0.711296179
Methyltransf_13	372	2.93E-05	0	0	0.035614995
Methyltransf_17	57	4.49E-06	0	0	0.599895421
Methyltransf_1N	14	1.10E-06	0	0	0.882048229
Methyltransf_7	105	8.27E-06	0	0	0.390113537
Methyltransf_8	2	1.58E-07	0	0	0.982229999
Methyltransf_9	31	2.44E-06	0	0	0.757363496
Methyltransf_FA	19	1.50E-06	0	0	0.843383876
MiaE	774	6.10E-05	0	0	0.000969201
Mif2	2	1.58E-07	0	0	0.982229999
Mig-14	263	2.07E-05	0	0	0.094629042
MinC_N	3	2.36E-07	0	0	0.973463765
Mis12_component	2	1.58E-07	0	0	0.982229999
Mistic	8	6.30E-07	0	0	0.930792272
Mito_carr	15	1.18E-06	0	0	0.874176093
Mitofilin	136	1.07E-05	0	0	0.295457071
MliC	1355	0.000106729	0	0	5.29854E-06
Mlo	6	4.73E-07	0	0	0.947631696
MlrC_C	18	1.42E-06	0	0	0.850978724
MltA	3	2.36E-07	0	0	0.973463765
MmlI	7	5.51E-07	0	0	0.939174244
Mmp37	9	7.09E-07	0	0	0.922485107
Mo-nitro_C	125	9.85E-06	0	0	0.326078571
MoeA_C	16	1.26E-06	0	0	0.866374214
MoeA_N	26	2.05E-06	0	0	0.792084339
MogR_DNAbind	28	2.21E-06	0	0	0.77800897
Monooxygenase_B	99	7.80E-06	0	0	0.411672281
Morph_protein1	6	4.73E-07	0	0	0.947631696
MpPF26	10	7.88E-07	0	0	0.914252082
Mpt_N	268	2.11E-05	0	0	0.090480923
Mpv17_PMP22	2	1.58E-07	0	0	0.982229999
MraY_sig1	6	4.73E-07	0	0	0.947631696
MscS_TM	119	9.37E-06	0	0	0.344098596
MspA	413	3.25E-05	0	0	0.024660304
MtaB	48	3.78E-06	0	0	0.650303837
MtmB	68	5.36E-06	0	0	0.543560521
Mto1_bdg	3	2.36E-07	0	0	0.973463765
Mu-conotoxin	9	7.09E-07	0	0	0.922485107
MurB_C	69	5.43E-06	0	0	0.538709311
Mus7	4	3.15E-07	0	0	0.964775768
MutL_C	19	1.50E-06	0	0	0.843383876
MutS_II	10	7.88E-07	0	0	0.914252082
MutS_IV	6	4.73E-07	0	0	0.947631696
Myb_DNA-bind_2	3	2.36E-07	0	0	0.973463765
Myc_N	5	3.94E-07	0	0	0.956165309
Mycobact_memb	1082	8.52E-05	0	0	6.12573E-05
Mycoplasma_p37	10	7.88E-07	0	0	0.914252082
N-glycanase_C	83	6.54E-06	0	0	0.475167268
N-glycanase_N	1	7.88E-08	0	0	0.991075174
N6-adenineMlase	3	2.36E-07	0	0	0.973463765
NAC	121	9.53E-06	0	0	0.337983906
NADH-G_4Fe-4S_3	19	1.50E-06	0	0	0.843383876
NADH_Oxid_Nqo15	26	2.05E-06	0	0	0.792084339
NAD_binding_3	144	1.13E-05	0	0	0.275008946
NAD_binding_4	78	6.14E-06	0	0	0.496951098
NAGLU	161	1.27E-05	0	0	0.236133811
NAGLU_N	9	7.09E-07	0	0	0.922485107
NAGidase	167	1.32E-05	0	0	0.223767731
NDUFA12	595	4.69E-05	0	0	0.004823595
NEAT	128	1.01E-05	0	0	0.317425589
NIDO	42	3.31E-06	0	0	0.686241244
NIT	69	5.43E-06	0	0	0.538709311
NKWYS	28	2.21E-06	0	0	0.77800897
NMU	6	4.73E-07	0	0	0.947631696
NOB1_Zn_bind	10	7.88E-07	0	0	0.914252082
NPCBM	200	1.58E-05	0	0	0.166461308
NPIP	1	7.88E-08	0	0	0.991075174
NPP	3	2.36E-07	0	0	0.973463765
NPV_P10	9	7.09E-07	0	0	0.922485107
NQRA	640	5.04E-05	0	0	0.00322225
NTNH_C	5	3.94E-07	0	0	0.956165309
NTPase_1	75	5.91E-06	0	0	0.510497868
NTPase_I-T	881	6.94E-05	0	0	0.000371358
NTR	4	3.15E-07	0	0	0.964775768
NUDIX-like	14	1.10E-06	0	0	0.882048229
NUMOD3	27	2.13E-06	0	0	0.785015109
NUP	367	2.89E-05	0	0	0.037247787
N_NLPC_P60	1	7.88E-08	0	0	0.991075174
NatB_MDM20	3	2.36E-07	0	0	0.973463765
NblA	49	3.86E-06	0	0	0.644499967
NdhL	48	3.78E-06	0	0	0.650303837
NdhM	49	3.86E-06	0	0	0.644499967
NdhO	49	3.86E-06	0	0	0.644499967
Neocarzinostat	60	4.73E-06	0	0	0.583976385
Neur	10	7.88E-07	0	0	0.914252082
Neur_chan_LBD	59	4.65E-06	0	0	0.589235231
Neur_chan_memb	6	4.73E-07	0	0	0.947631696
Ni_hydr_CYTB	20	1.58E-06	0	0	0.83585681
Nic96	2	1.58E-07	0	0	0.982229999
Nicastrin	102	8.03E-06	0	0	0.400747964
Nit_Regul_Hom	12	9.45E-07	0	0	0.898005808
Nitr_red_assoc	184	1.45E-05	0	0	0.192135977
NodS	117	9.22E-06	0	0	0.350323909
NolX	47	3.70E-06	0	0	0.656159973
Nsp1_C	1	7.88E-08	0	0	0.991075174
Nuc_H_symport	110	8.66E-06	0	0	0.373012892
